sale_id, customer_id, sale_date, store_id, total_amount, discount_amount, payment_method
2648, 3932, 2023-11-03, 2, 300.08, 44.46, Debit Card
2649, 1255, 2024-02-23, 6, 324.09, 39.55, Credit Card
2650, 3318, 2023-10-09, 6, 376.64, 29.43, Debit Card
2651, 1496, 2023-06-12, 6, 60.76, 3.3, Credit Card
2652, 7784, 2023-11-07, 4, 364.75, 7.34, PayPal
2653, 9408, 2024-09-15, 1, 167.97, 23.87, Debit Card
2654, 3664, 2023-10-18, 3, 258.41, 36.9, Debit Card
2655, 8907, 2023-07-22, 3, 304.22, 26.54, Credit Card
2656, 3494, 2024-07-03, 3, 190.06, 45.07, PayPal
2657, 5142, 2024-04-07, 4, 222.93, 2.81, Credit Card
2658, 7758, 2024-04-30, 2, 477.93, 13.1, PayPal
2659, 524, 2023-07-12, 5, 273.17, 49.11, Cash
2660, 6420, 2023-03-25, 10, 342.0, 42.38, Debit Card
2661, 110, 2023-04-04, 9, 120.42, 45.22, PayPal
2662, 1092, 2024-01-26, 3, 315.24, 15.02, Debit Card
2663, 3041, 2023-03-19, 3, 303.17, 39.8, PayPal
2664, 499, 2022-12-05, 8, 390.62, 27.43, Cash
2665, 3468, 2024-09-08, 8, 348.24, 43.58, PayPal
2666, 923, 2023-09-13, 6, 378.02, 46.69, Debit Card
2667, 567, 2023-12-22, 5, 61.99, 23.68, Debit Card
2668, 5805, 2023-12-23, 2, 445.71, 13.47, Debit Card
2669, 721, 2023-04-26, 9, 58.4, 34.48, Credit Card
2670, 996, 2023-05-19, 8, 273.56, 38.41, PayPal
2671, 7044, 2023-02-22, 4, 238.93, 11.46, Debit Card
2672, 4047, 2023-03-20, 6, 92.17, 20.2, Debit Card
2673, 95, 2023-11-14, 9, 120.64, 32.66, Debit Card
2674, 6377, 2023-10-12, 4, 225.39, 9.09, Debit Card
2675, 8311, 2024-08-31, 9, 39.04, 11.21, Credit Card
2676, 8236, 2024-03-09, 3, 487.48, 16.16, Credit Card
2677, 1292, 2024-03-06, 1, 409.46, 42.21, PayPal
2678, 2686, 2023-11-28, 6, 285.86, 22.62, PayPal
2679, 6102, 2023-02-12, 9, 174.25, 5.98, Debit Card
2680, 3116, 2023-01-17, 8, 29.64, 49.81, PayPal
2681, 3198, 2023-07-18, 6, 318.48, 37.0, Debit Card
2682, 6920, 2024-03-22, 8, 372.16, 27.91, PayPal
2683, 6222, 2022-11-16, 1, 368.16, 43.16, PayPal
2684, 1362, 2023-01-24, 1, 103.84, 25.02, PayPal
2685, 262, 2023-01-15, 2, 408.04, 17.96, Credit Card
2686, 3117, 2024-01-21, 1, 473.21, 47.65, Credit Card
2687, 1109, 2022-10-09, 8, 253.69, 25.26, Cash
2688, 2401, 2024-05-25, 1, 358.89, 22.35, Cash
2689, 7103, 2024-03-15, 4, 416.06, 12.63, Credit Card
2690, 1070, 2024-08-29, 3, 368.96, 27.82, Cash
2691, 5227, 2024-01-24, 1, 367.18, 9.11, PayPal
2692, 3758, 2023-01-14, 7, 166.96, 5.41, Credit Card
2693, 4307, 2024-09-08, 2, 378.27, 35.58, PayPal
2694, 6565, 2024-05-16, 2, 165.33, 18.82, Credit Card
2695, 9092, 2024-08-27, 4, 359.94, 21.02, PayPal
2696, 6513, 2023-06-16, 5, 351.03, 0.99, PayPal
2697, 922, 2024-08-09, 4, 356.9, 10.29, Cash
2698, 5208, 2023-03-02, 2, 278.05, 9.6, Cash
2699, 4090, 2023-04-26, 6, 28.39, 22.19, Cash
2700, 4113, 2022-12-25, 3, 432.69, 1.56, PayPal
2701, 4668, 2023-10-27, 10, 235.39, 12.18, Debit Card
2702, 323, 2023-10-03, 10, 133.41, 11.6, Credit Card
2703, 6768, 2022-10-31, 2, 487.63, 17.69, Credit Card
2704, 4380, 2022-11-19, 7, 115.85, 29.2, Credit Card
2705, 5199, 2024-01-11, 5, 329.2, 21.77, Credit Card
2706, 21, 2024-01-30, 2, 339.48, 13.8, PayPal
2707, 8242, 2022-10-26, 9, 408.41, 7.69, Credit Card
2708, 3366, 2023-05-21, 10, 275.75, 47.26, Cash
2709, 5415, 2023-01-28, 7, 34.8, 34.05, Debit Card
2710, 5251, 2022-11-28, 9, 486.29, 14.16, Credit Card
2711, 5768, 2024-04-15, 7, 475.82, 15.56, Cash
2712, 4224, 2024-04-03, 7, 40.95, 24.67, Debit Card
2713, 8958, 2023-05-29, 9, 148.62, 23.14, Credit Card
2714, 8087, 2024-02-15, 9, 115.08, 2.2, Credit Card
2715, 3044, 2022-12-04, 7, 266.65, 17.08, PayPal
2716, 396, 2024-03-29, 8, 205.6, 28.73, Credit Card
2717, 7252, 2024-03-25, 4, 54.03, 39.0, Credit Card
2718, 2511, 2024-04-15, 8, 489.85, 21.02, Cash
2719, 3640, 2024-09-18, 7, 21.64, 41.82, PayPal
2720, 7868, 2023-04-10, 3, 325.59, 36.9, Debit Card
2721, 6928, 2024-02-21, 2, 32.25, 33.98, Cash
2722, 764, 2022-12-01, 4, 40.15, 17.51, Cash
2723, 4447, 2022-12-27, 7, 226.87, 11.9, Debit Card
2724, 5761, 2022-11-27, 4, 100.29, 5.29, Cash
2725, 1301, 2024-03-03, 5, 28.27, 22.82, PayPal
2726, 7308, 2024-03-23, 8, 57.11, 47.6, Cash
2727, 7667, 2024-07-14, 4, 324.55, 21.7, Credit Card
2728, 9217, 2022-10-31, 6, 88.17, 12.64, Debit Card
2729, 2998, 2023-01-20, 1, 156.54, 21.81, Debit Card
2730, 9188, 2024-08-20, 6, 58.05, 41.47, PayPal
2731, 6867, 2024-09-17, 4, 179.91, 46.45, Credit Card
2732, 3888, 2023-07-15, 7, 419.44, 43.71, Debit Card
2733, 1921, 2024-03-06, 3, 22.58, 8.22, Debit Card
2734, 5313, 2024-01-24, 7, 357.63, 1.94, Cash
2735, 4727, 2024-09-18, 5, 256.23, 34.36, PayPal
2736, 8400, 2023-07-11, 7, 121.39, 2.19, Credit Card
2737, 8247, 2024-06-26, 7, 430.73, 18.12, Cash
2738, 3004, 2024-03-20, 4, 216.86, 41.67, Debit Card
2739, 8113, 2023-11-01, 9, 59.74, 24.17, Credit Card
2740, 9889, 2024-02-21, 4, 459.67, 35.96, Debit Card
2741, 1939, 2023-09-26, 7, 173.82, 36.66, Cash
2742, 2077, 2023-09-22, 1, 152.94, 12.12, Debit Card
2743, 4254, 2023-06-23, 1, 393.33, 31.8, PayPal
2744, 4636, 2024-08-01, 7, 148.29, 8.33, Debit Card
2745, 9351, 2023-11-02, 3, 146.08, 33.03, Debit Card
2746, 3616, 2023-08-28, 1, 258.58, 49.96, Cash
2747, 8484, 2024-03-26, 5, 308.64, 3.95, Credit Card
2748, 7213, 2023-01-30, 5, 390.39, 28.89, Cash
2749, 5672, 2023-04-03, 5, 266.44, 18.79, Debit Card
2750, 2089, 2024-07-16, 1, 187.89, 35.99, Debit Card
2751, 5278, 2023-04-15, 3, 472.64, 47.49, Credit Card
2752, 5041, 2023-03-22, 10, 443.15, 36.86, Debit Card
2753, 5393, 2022-10-03, 3, 394.15, 22.43, Credit Card
2754, 2913, 2023-06-11, 4, 187.68, 6.71, Credit Card
2755, 8900, 2023-07-11, 5, 209.68, 11.31, Debit Card
2756, 3223, 2024-09-09, 7, 103.34, 21.19, Credit Card
2757, 9582, 2023-12-09, 2, 169.45, 48.9, PayPal
2758, 5552, 2023-12-16, 5, 162.9, 37.85, Credit Card
2759, 3894, 2024-08-17, 7, 461.19, 25.24, Cash
2760, 9505, 2024-08-09, 9, 474.78, 43.46, Cash
2761, 4911, 2024-03-24, 9, 237.81, 5.5, Cash
2762, 395, 2023-01-16, 9, 204.39, 24.58, PayPal
2763, 6878, 2023-07-05, 1, 150.62, 47.67, Cash
2764, 6468, 2024-08-03, 2, 259.34, 12.36, Credit Card
2765, 8218, 2022-12-11, 6, 454.19, 25.11, Credit Card
2766, 9303, 2022-09-21, 10, 183.24, 38.77, PayPal
2767, 4111, 2024-03-14, 2, 388.78, 18.74, Cash
2768, 5597, 2024-08-24, 9, 239.19, 37.71, Credit Card
2769, 51, 2023-07-10, 4, 24.29, 17.02, PayPal
2770, 5516, 2023-04-26, 5, 363.76, 22.2, Credit Card
2771, 4242, 2024-01-20, 6, 485.3, 6.0, Credit Card
2772, 2167, 2024-03-18, 6, 123.04, 7.54, PayPal
2773, 8983, 2022-10-29, 1, 289.73, 26.34, Credit Card
2774, 8678, 2023-10-20, 10, 342.77, 38.03, Cash
2775, 5922, 2024-04-26, 7, 321.71, 22.23, PayPal
2776, 1467, 2024-04-18, 9, 282.04, 16.12, PayPal
2777, 9520, 2023-10-16, 4, 226.77, 20.23, Debit Card
2778, 2145, 2024-07-27, 8, 274.86, 21.23, PayPal
2779, 9204, 2023-04-19, 4, 489.17, 30.35, Cash
2780, 8385, 2022-11-23, 3, 436.66, 13.58, Debit Card
2781, 9625, 2024-05-11, 10, 272.67, 7.31, Cash
2782, 620, 2022-09-30, 9, 389.09, 8.24, PayPal
2783, 6921, 2023-06-11, 7, 35.43, 0.85, Cash
2784, 4930, 2023-10-27, 8, 83.83, 29.88, Credit Card
2785, 8002, 2023-09-13, 9, 349.77, 12.15, PayPal
2786, 5104, 2024-06-30, 4, 55.32, 27.08, Cash
2787, 4430, 2023-12-07, 5, 20.75, 34.21, Debit Card
2788, 3650, 2023-04-26, 2, 432.69, 3.43, Debit Card
2789, 6206, 2024-07-18, 5, 322.94, 5.14, Debit Card
2790, 4607, 2024-07-10, 5, 356.92, 19.94, Debit Card
2791, 1504, 2023-05-06, 10, 151.93, 2.28, Debit Card
2792, 3567, 2023-01-20, 4, 95.57, 30.11, Debit Card
2793, 2778, 2023-09-16, 5, 374.27, 21.6, PayPal
2794, 2632, 2023-03-10, 10, 444.42, 15.52, Credit Card
2795, 9592, 2024-01-28, 5, 483.05, 23.99, Debit Card
2796, 6963, 2023-09-26, 3, 355.85, 30.95, Debit Card
2797, 8182, 2023-01-25, 9, 468.23, 26.24, Debit Card
2798, 2498, 2022-11-14, 7, 137.82, 7.45, Credit Card
2799, 8704, 2023-10-30, 5, 299.71, 36.61, Cash
2800, 6180, 2024-02-12, 5, 167.15, 39.86, Cash
2801, 2214, 2023-03-12, 2, 489.34, 21.8, PayPal
2802, 741, 2024-01-29, 7, 165.13, 49.54, Debit Card
2803, 8696, 2024-06-03, 8, 400.63, 27.26, Debit Card
2804, 6873, 2024-06-17, 10, 369.05, 40.25, Debit Card
2805, 4904, 2023-07-04, 2, 59.55, 14.55, Cash
2806, 6194, 2023-10-04, 6, 332.58, 49.31, Cash
2807, 1817, 2024-07-20, 6, 137.33, 40.73, PayPal
2808, 7751, 2024-04-19, 1, 161.32, 16.79, PayPal
2809, 56, 2022-10-25, 8, 398.98, 16.81, Credit Card
2810, 6095, 2024-04-24, 8, 402.54, 33.04, Debit Card
2811, 8573, 2023-12-19, 4, 396.52, 33.14, Debit Card
2812, 4544, 2023-09-02, 1, 289.65, 12.69, PayPal
2813, 6134, 2023-09-26, 5, 58.54, 39.74, Cash
2814, 4605, 2023-12-26, 4, 362.9, 44.65, Credit Card
2815, 4395, 2023-01-08, 8, 361.78, 37.74, Cash
2816, 2416, 2022-11-27, 6, 294.21, 7.36, PayPal
2817, 1971, 2023-09-02, 5, 352.14, 7.29, Debit Card
2818, 1248, 2024-03-28, 9, 42.84, 24.92, Debit Card
2819, 5763, 2023-09-21, 6, 301.33, 49.68, Credit Card
2820, 6241, 2023-10-30, 7, 107.96, 16.66, Credit Card
2821, 9945, 2023-05-05, 3, 190.28, 8.8, Cash
2822, 3822, 2023-05-04, 5, 181.83, 23.56, Debit Card
2823, 1339, 2023-06-26, 5, 488.06, 35.48, Credit Card
2824, 2277, 2023-09-20, 4, 183.44, 0.76, PayPal
2825, 318, 2023-10-22, 9, 344.73, 23.01, PayPal
2826, 293, 2024-08-29, 8, 315.66, 24.65, Credit Card
2827, 7135, 2022-12-01, 1, 123.26, 32.1, Debit Card
2828, 8104, 2022-11-09, 9, 108.34, 23.8, PayPal
2829, 4012, 2024-05-22, 9, 296.47, 6.08, Credit Card
2830, 2148, 2024-09-14, 4, 138.09, 16.2, Credit Card
2831, 8615, 2023-06-17, 4, 108.88, 43.86, Credit Card
2832, 499, 2024-05-27, 6, 430.61, 1.05, PayPal
2833, 1787, 2023-06-03, 1, 341.96, 12.19, Debit Card
2834, 4648, 2022-12-05, 7, 180.13, 14.68, Cash
2835, 228, 2023-03-26, 3, 293.96, 32.49, Cash
2836, 2098, 2024-01-28, 9, 477.37, 39.92, Credit Card
2837, 3015, 2023-09-30, 5, 155.44, 42.39, PayPal
2838, 4038, 2022-12-07, 8, 252.72, 29.97, Debit Card
2839, 5847, 2023-01-09, 10, 332.84, 5.45, PayPal
2840, 6300, 2022-12-11, 3, 428.32, 17.05, Cash
2841, 6749, 2023-06-03, 5, 94.92, 30.53, Cash
2842, 6993, 2024-03-24, 9, 453.17, 31.82, Debit Card
2843, 1749, 2023-07-24, 4, 90.36, 37.71, Cash
2844, 4157, 2023-01-24, 10, 70.2, 34.8, Cash
2845, 5436, 2023-04-17, 7, 262.43, 44.15, Debit Card
2846, 8374, 2023-03-02, 4, 171.49, 38.59, PayPal
2847, 1090, 2024-05-19, 7, 234.9, 39.53, Credit Card
2848, 5986, 2022-12-02, 8, 130.15, 21.78, Cash
2849, 3988, 2023-10-28, 8, 296.24, 9.34, PayPal
2850, 8539, 2024-03-19, 3, 71.81, 13.5, Debit Card
2851, 7923, 2023-05-18, 9, 302.69, 18.22, Credit Card
2852, 2466, 2024-03-17, 4, 98.99, 5.86, Cash
2853, 3595, 2024-08-08, 4, 312.89, 22.48, Credit Card
2854, 4034, 2023-08-23, 4, 68.48, 27.34, Cash
2855, 7533, 2024-02-04, 5, 341.47, 4.26, Credit Card
2856, 6096, 2023-01-11, 5, 189.27, 30.63, Debit Card
2857, 9978, 2022-12-19, 2, 195.85, 37.19, Cash
2858, 4449, 2023-06-04, 1, 357.2, 36.56, Cash
2859, 8333, 2023-01-12, 3, 48.73, 0.82, Credit Card
2860, 9601, 2023-06-26, 3, 184.6, 30.99, Credit Card
2861, 9240, 2023-06-15, 6, 71.68, 28.21, Debit Card
2862, 9171, 2023-08-01, 10, 135.68, 26.3, Cash
2863, 99, 2024-01-18, 8, 172.85, 4.68, Debit Card
2864, 669, 2024-07-31, 8, 270.47, 30.6, PayPal
2865, 9053, 2024-06-20, 3, 43.05, 0.99, PayPal
2866, 5514, 2022-12-06, 3, 59.66, 48.07, Debit Card
2867, 744, 2024-05-15, 8, 403.49, 4.95, Cash
2868, 39, 2023-03-24, 1, 442.18, 32.79, Credit Card
2869, 2695, 2024-06-22, 8, 146.34, 2.08, Cash
2870, 7274, 2024-07-14, 7, 343.06, 45.49, Cash
2871, 4935, 2023-01-10, 8, 497.84, 36.82, Cash
2872, 7409, 2023-11-15, 9, 93.13, 42.53, Cash
2873, 1686, 2023-09-17, 9, 186.84, 8.13, PayPal
2874, 5399, 2024-06-24, 6, 284.14, 2.57, PayPal
2875, 1672, 2023-02-02, 1, 234.49, 34.34, Debit Card
2876, 5684, 2023-12-04, 2, 409.55, 18.62, Debit Card
2877, 2793, 2024-06-03, 8, 146.5, 3.94, PayPal
2878, 1449, 2022-11-22, 6, 92.63, 47.77, Debit Card
2879, 7506, 2023-03-04, 5, 458.38, 15.58, Cash
2880, 2497, 2023-03-06, 2, 302.6, 34.48, Cash
2881, 9397, 2024-02-21, 6, 356.95, 21.39, Credit Card
2882, 4296, 2023-05-27, 3, 127.97, 18.79, PayPal
2883, 79, 2023-06-26, 6, 400.3, 8.73, Credit Card
2884, 5669, 2023-02-16, 8, 207.65, 49.59, Credit Card
2885, 1728, 2023-02-27, 10, 302.31, 48.33, Debit Card
2886, 8274, 2024-05-01, 3, 52.6, 15.01, PayPal
2887, 4518, 2024-05-16, 8, 409.0, 38.17, Debit Card
2888, 3523, 2023-04-24, 5, 137.75, 33.97, Debit Card
2889, 7350, 2024-04-22, 3, 76.16, 4.58, PayPal
2890, 7811, 2023-05-15, 9, 34.95, 10.19, Debit Card
2891, 593, 2022-11-03, 6, 69.62, 38.64, Debit Card
2892, 5821, 2023-04-03, 3, 121.56, 5.81, PayPal
2893, 1169, 2022-09-26, 7, 134.35, 14.21, PayPal
2894, 2930, 2023-11-20, 10, 458.31, 47.3, Credit Card
2895, 2031, 2023-10-28, 4, 404.07, 42.11, PayPal
2896, 5379, 2023-03-15, 5, 207.82, 34.93, PayPal
2897, 8766, 2022-10-03, 9, 243.23, 44.2, Credit Card
2898, 2460, 2023-03-29, 3, 475.61, 30.63, Cash
2899, 2035, 2022-12-28, 4, 472.99, 4.99, PayPal
2900, 3956, 2023-11-03, 10, 39.62, 20.34, Credit Card
2901, 8585, 2024-09-18, 5, 354.72, 10.95, PayPal
2902, 7882, 2024-08-02, 7, 185.04, 39.28, Cash
2903, 7771, 2023-06-06, 8, 490.36, 29.55, Debit Card
2904, 3215, 2023-08-14, 10, 438.3, 30.26, Credit Card
2905, 9560, 2023-05-06, 8, 393.7, 17.25, Debit Card
2906, 9971, 2024-07-31, 1, 378.37, 17.61, Cash
2907, 5056, 2023-10-01, 8, 453.97, 9.04, PayPal
2908, 2068, 2024-01-11, 3, 334.23, 3.45, Credit Card
2909, 3009, 2024-01-15, 1, 260.61, 18.81, PayPal
2910, 4705, 2024-07-27, 1, 387.11, 36.44, Debit Card
2911, 8253, 2023-07-05, 1, 449.15, 6.05, Debit Card
2912, 1956, 2024-06-03, 1, 348.96, 14.41, Credit Card
2913, 6908, 2024-08-13, 1, 186.98, 13.77, PayPal
2914, 3496, 2023-03-24, 7, 194.75, 47.06, Cash
2915, 5937, 2023-04-08, 1, 116.44, 4.87, Debit Card
2916, 6829, 2023-04-06, 2, 39.58, 36.1, PayPal
2917, 3103, 2022-10-18, 1, 355.63, 17.17, PayPal
2918, 1841, 2023-12-24, 8, 403.63, 22.4, PayPal
2919, 4695, 2023-06-01, 4, 383.52, 18.8, PayPal
2920, 9850, 2023-11-28, 4, 241.69, 15.7, Credit Card
2921, 9208, 2023-01-12, 8, 307.97, 45.74, Debit Card
2922, 5773, 2022-10-10, 6, 409.68, 5.43, PayPal
2923, 7665, 2023-04-26, 7, 146.87, 26.16, Debit Card
2924, 7005, 2022-09-21, 3, 307.54, 44.88, PayPal
2925, 5072, 2024-04-26, 9, 32.47, 44.05, Cash
2926, 7976, 2023-02-02, 9, 179.16, 22.96, Credit Card
2927, 6665, 2023-01-05, 3, 34.19, 17.17, PayPal
2928, 3310, 2024-03-09, 8, 384.24, 3.28, Debit Card
2929, 5483, 2022-10-29, 7, 309.52, 13.17, Credit Card
2930, 1394, 2023-08-05, 3, 288.74, 26.48, Credit Card
2931, 3835, 2024-07-19, 1, 450.63, 27.54, Cash
2932, 4383, 2024-06-29, 2, 278.51, 38.78, Credit Card
2933, 2888, 2022-10-28, 10, 411.11, 32.54, Debit Card
2934, 1022, 2023-10-06, 6, 188.8, 11.85, Debit Card
2935, 6687, 2024-06-29, 3, 225.2, 5.02, Cash
2936, 9145, 2022-11-22, 2, 216.22, 31.25, Credit Card
2937, 4176, 2023-07-06, 2, 179.88, 38.77, Cash
2938, 3198, 2023-05-16, 3, 279.76, 37.72, Debit Card
2939, 6876, 2024-02-23, 5, 493.66, 47.35, PayPal
2940, 8324, 2024-05-16, 4, 246.11, 16.77, Cash
2941, 8691, 2024-02-06, 1, 45.28, 43.48, Debit Card
2942, 8164, 2023-06-05, 9, 145.46, 34.75, Credit Card
2943, 8612, 2024-01-23, 7, 290.52, 46.14, PayPal
2944, 6263, 2023-09-27, 3, 440.02, 4.8, Cash
2945, 204, 2023-03-16, 4, 90.6, 31.87, PayPal
2946, 3064, 2023-02-08, 3, 217.16, 1.48, Credit Card
2947, 6604, 2023-06-23, 7, 44.29, 14.76, Cash
2948, 8158, 2024-01-16, 4, 481.88, 13.93, PayPal
2949, 9467, 2023-11-16, 5, 313.25, 0.28, Debit Card
2950, 1961, 2024-09-17, 10, 378.43, 45.48, Credit Card
2951, 9566, 2022-10-11, 5, 441.28, 4.56, Debit Card
2952, 4483, 2022-10-25, 10, 448.29, 43.44, Debit Card
2953, 2509, 2024-01-16, 6, 103.86, 14.02, Credit Card
2954, 747, 2023-07-04, 7, 404.73, 2.14, Cash
2955, 5865, 2022-09-26, 8, 489.98, 22.63, PayPal
2956, 3306, 2023-04-18, 7, 74.1, 45.05, PayPal
2957, 9513, 2023-06-28, 4, 91.43, 33.92, PayPal
2958, 5436, 2024-02-07, 2, 271.97, 46.13, Credit Card
2959, 6804, 2023-06-09, 5, 363.0, 5.27, Debit Card
2960, 842, 2024-01-15, 10, 120.75, 48.59, Credit Card
2961, 7089, 2023-11-07, 9, 487.62, 33.51, Credit Card
2962, 86, 2024-03-23, 3, 238.96, 24.11, Credit Card
2963, 7866, 2024-02-06, 9, 84.71, 4.07, PayPal
2964, 9248, 2023-06-24, 10, 107.5, 48.26, Credit Card
2965, 5452, 2024-07-01, 9, 351.37, 24.78, Cash
2966, 8493, 2023-10-24, 3, 116.84, 45.47, Cash
2967, 3810, 2023-05-06, 3, 471.28, 26.9, Cash
2968, 2957, 2024-07-03, 2, 153.14, 32.12, PayPal
2969, 6870, 2023-12-05, 9, 313.76, 34.31, Credit Card
2970, 5555, 2024-06-21, 6, 183.26, 46.11, Credit Card
2971, 6409, 2024-03-09, 2, 284.15, 47.39, Cash
2972, 8474, 2024-05-05, 5, 299.26, 15.76, Debit Card
2973, 8999, 2024-01-08, 7, 338.9, 29.43, Cash
2974, 8923, 2024-08-12, 1, 300.57, 26.77, PayPal
2975, 1986, 2023-10-10, 8, 171.33, 26.48, PayPal
2976, 8883, 2023-10-26, 7, 316.66, 28.1, Debit Card
2977, 246, 2023-08-07, 1, 371.16, 17.6, Cash
2978, 6243, 2023-05-29, 10, 485.27, 30.92, Credit Card
2979, 5414, 2023-06-21, 8, 475.72, 39.41, PayPal
2980, 5727, 2023-10-01, 4, 155.48, 25.68, PayPal
2981, 3036, 2024-07-22, 5, 322.76, 35.93, Cash
2982, 6170, 2023-07-18, 1, 401.77, 13.85, Cash
2983, 9460, 2023-08-11, 6, 438.35, 34.53, Debit Card
2984, 2750, 2023-08-11, 1, 364.59, 29.11, PayPal
2985, 3634, 2023-08-24, 5, 162.3, 30.62, Debit Card
2986, 3435, 2022-10-30, 10, 51.87, 0.2, Cash
2987, 8508, 2024-06-23, 5, 58.1, 10.74, Debit Card
2988, 1371, 2023-09-08, 6, 37.23, 19.62, Debit Card
2989, 4266, 2023-12-30, 8, 213.52, 40.47, PayPal
2990, 8539, 2024-08-23, 8, 423.58, 23.49, Credit Card
2991, 2913, 2023-06-29, 5, 176.97, 1.74, Credit Card
2992, 2593, 2023-01-18, 7, 443.76, 0.09, PayPal
2993, 3766, 2022-10-09, 1, 466.21, 23.46, Credit Card
2994, 2540, 2023-04-30, 2, 43.72, 4.06, Credit Card
2995, 6986, 2023-12-21, 1, 457.75, 44.35, Cash
2996, 8400, 2023-02-28, 6, 146.97, 20.49, PayPal
2997, 9073, 2024-06-02, 4, 276.53, 47.82, Debit Card
2998, 1374, 2023-12-06, 10, 148.37, 1.52, PayPal
2999, 171, 2024-04-29, 3, 282.36, 30.84, Cash
3000, 1114, 2022-12-16, 7, 333.86, 28.54, PayPal
3001, 2917, 2023-06-26, 2, 221.86, 44.99, PayPal
3002, 6100, 2023-11-28, 9, 143.1, 47.1, PayPal
3003, 5535, 2023-04-23, 10, 360.09, 32.15, Debit Card
3004, 9119, 2024-08-21, 1, 414.3, 26.14, Cash
3005, 3477, 2024-07-25, 4, 338.13, 37.36, Credit Card
3006, 5086, 2023-05-24, 7, 153.82, 19.88, PayPal
3007, 3271, 2024-07-25, 8, 111.52, 5.98, Credit Card
3008, 15, 2023-12-29, 6, 56.3, 25.97, Cash
3009, 6899, 2024-08-05, 8, 413.25, 5.7, Debit Card
3010, 7339, 2024-04-28, 8, 113.79, 0.94, Credit Card
3011, 6868, 2023-05-24, 2, 456.14, 44.03, PayPal
3012, 8177, 2023-09-30, 7, 181.46, 27.59, Cash
3013, 9399, 2024-03-22, 6, 462.24, 46.62, PayPal
3014, 1372, 2023-11-06, 6, 118.53, 14.42, PayPal
3015, 9040, 2022-12-30, 10, 413.59, 23.79, Credit Card
3016, 4505, 2024-01-20, 4, 447.89, 32.52, Debit Card
3017, 9554, 2023-10-20, 4, 382.17, 0.27, Cash
3018, 2400, 2024-07-19, 4, 349.18, 18.89, Debit Card
3019, 9036, 2024-04-08, 6, 340.49, 32.54, Cash
3020, 3535, 2022-10-03, 8, 125.67, 46.58, PayPal
3021, 4921, 2022-10-25, 9, 440.26, 9.56, Credit Card
3022, 943, 2024-09-05, 5, 31.37, 48.99, Cash
3023, 1652, 2023-07-26, 2, 456.25, 26.15, Debit Card
3024, 4394, 2024-04-09, 9, 339.77, 0.03, Cash
3025, 4760, 2022-12-03, 2, 108.81, 31.4, Cash
3026, 9549, 2022-11-03, 1, 165.34, 47.93, Cash
3027, 4305, 2024-01-31, 9, 437.25, 14.37, Cash
3028, 6195, 2023-01-28, 2, 77.73, 8.55, Cash
3029, 5131, 2022-11-15, 9, 280.34, 39.72, Cash
3030, 6328, 2024-06-29, 9, 31.67, 38.44, Credit Card
3031, 4903, 2023-01-08, 10, 224.36, 32.75, PayPal
3032, 3116, 2022-10-09, 3, 151.1, 21.84, Credit Card
3033, 3480, 2024-07-27, 5, 445.18, 11.53, Credit Card
3034, 629, 2024-06-07, 9, 32.64, 29.72, Debit Card
3035, 9402, 2023-10-09, 8, 225.19, 2.99, Cash
3036, 1966, 2024-04-10, 4, 429.92, 42.52, Cash
3037, 3989, 2023-07-30, 3, 495.69, 42.04, PayPal
3038, 888, 2023-04-30, 4, 464.14, 30.05, PayPal
3039, 3567, 2024-01-25, 9, 310.51, 26.46, Credit Card
3040, 7562, 2024-04-03, 9, 82.23, 10.21, Debit Card
3041, 1689, 2023-12-30, 7, 454.63, 32.54, Credit Card
3042, 1327, 2024-07-03, 5, 267.72, 29.91, Debit Card
3043, 9036, 2022-10-08, 4, 489.27, 32.5, Cash
3044, 6893, 2024-01-09, 2, 393.23, 15.12, Credit Card
3045, 3425, 2023-06-06, 3, 33.44, 42.12, PayPal
3046, 4445, 2023-03-19, 3, 357.72, 38.04, PayPal
3047, 1344, 2023-02-15, 4, 188.68, 36.08, PayPal
3048, 2590, 2024-09-18, 1, 140.65, 45.86, Cash
3049, 5058, 2023-02-11, 10, 248.73, 5.28, Debit Card
3050, 3027, 2024-09-12, 6, 234.33, 35.92, Credit Card
3051, 4226, 2023-07-05, 8, 362.59, 49.54, PayPal
3052, 5066, 2024-04-19, 2, 267.81, 26.15, Cash
3053, 4572, 2024-01-17, 1, 350.96, 31.04, PayPal
3054, 4085, 2023-06-04, 9, 307.44, 11.26, Cash
3055, 5692, 2023-03-15, 6, 35.9, 11.97, Credit Card
3056, 1080, 2023-05-31, 2, 206.41, 13.2, PayPal
3057, 1022, 2023-01-16, 6, 485.94, 31.58, Cash
3058, 5382, 2023-06-26, 6, 218.59, 4.53, Debit Card
3059, 9423, 2023-08-17, 10, 21.2, 16.83, Cash
3060, 4990, 2023-12-24, 8, 251.29, 20.9, PayPal
3061, 2169, 2024-01-05, 10, 46.6, 42.12, PayPal
3062, 1282, 2024-08-12, 9, 50.4, 19.19, PayPal
3063, 3949, 2023-07-22, 7, 314.35, 44.01, Credit Card
3064, 1626, 2023-08-14, 3, 415.11, 6.36, PayPal
3065, 1564, 2024-03-22, 5, 103.36, 40.13, PayPal
3066, 763, 2023-12-10, 2, 232.07, 15.62, Credit Card
3067, 9662, 2023-02-03, 8, 50.49, 29.24, PayPal
3068, 7503, 2024-02-09, 9, 69.33, 18.52, Cash
